Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[1]	DS_Pr[0]	MV_Pr[1]	MV_Pr[0]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
758	0	0	0	0	0	0.0590	0.9410	0.0000	1.0000	0.1111	0.0000	0.0590	0.0000	0.0590	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0590	0.0000	88.19%	100.00%	77.78%	100.00%	88.19%	100.00%	100.00%	100.00%	100.00%	100.00%	88.19%	100.00%
759	1	1	0	1	0	0.8454	0.1546	0.4000	0.6000	0.2615	0.4800	0.1546	0.4000	0.1546	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.1546	0.6000	69.07%	20.00%	47.71%	4.00%	69.07%	20.00%	100.00%	-100.00%	100.00%	-100.00%	69.07%	-20.00%
76	1	0	0	0	0	0.0560	0.9440	0.0000	1.0000	0.1058	0.0000	0.0560	0.0000	0.0560	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9440	1.0000	88.79%	100.00%	78.84%	100.00%	88.79%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.79%	-100.00%
760	0	0	0	0	0	0.0703	0.9297	0.0000	1.0000	0.1308	0.0000	0.0703	0.0000	0.0703	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0703	0.0000	85.93%	100.00%	73.84%	100.00%	85.93%	100.00%	100.00%	100.00%	100.00%	100.00%	85.93%	100.00%
761	0	0	0	0	0	0.0379	0.9621	0.0000	1.0000	0.0729	0.0000	0.0379	0.0000	0.0379	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0379	0.0000	92.43%	100.00%	85.43%	100.00%	92.43%	100.00%	100.00%	100.00%	100.00%	100.00%	92.43%	100.00%
762	0	0	0	0	0	0.0890	0.9111	0.2000	0.8000	0.1621	0.3200	0.0890	0.2000	0.0890	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0890	0.2000	82.21%	60.00%	67.58%	36.00%	82.21%	60.00%	100.00%	100.00%	100.00%	100.00%	82.21%	60.00%
763	1	1	1	1	1	0.9987	0.0013	0.8000	0.2000	0.0026	0.3200	0.0013	0.2000	0.0013	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0013	0.2000	99.74%	60.00%	99.47%	36.00%	99.74%	60.00%	100.00%	100.00%	100.00%	100.00%	99.74%	60.00%
764	1	0	0	0	0	0.0548	0.9452	0.0000	1.0000	0.1036	0.0000	0.0548	0.0000	0.0548	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9452	1.0000	89.04%	100.00%	79.28%	100.00%	89.04%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-89.04%	-100.00%
765	1	1	0	1	0	0.5944	0.4056	0.4000	0.6000	0.4822	0.4800	0.4056	0.4000	0.4056	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.4056	0.6000	18.88%	20.00%	3.56%	4.00%	18.88%	20.00%	100.00%	-100.00%	100.00%	-100.00%	18.88%	-20.00%
766	1	0	0	0	0	0.0756	0.9244	0.0000	1.0000	0.1398	0.0000	0.0756	0.0000	0.0756	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9244	1.0000	84.88%	100.00%	72.04%	100.00%	84.88%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-84.88%	-100.00%
767	1	0	0	0	0	0.0350	0.9650	0.0000	1.0000	0.0675	0.0000	0.0350	0.0000	0.0350	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9650	1.0000	93.00%	100.00%	86.50%	100.00%	93.00%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-93.00%	-100.00%
768	0	1	1	1	1	0.9662	0.0338	0.6000	0.4000	0.0654	0.4800	0.0338	0.4000	0.0338	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9662	0.6000	93.24%	20.00%	86.93%	4.00%	93.24%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-93.24%	-20.00%
769	0	0	0	0	0	0.0358	0.9642	0.0000	1.0000	0.0690	0.0000	0.0358	0.0000	0.0358	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0358	0.0000	92.84%	100.00%	86.19%	100.00%	92.84%	100.00%	100.00%	100.00%	100.00%	100.00%	92.84%	100.00%
77	1	1	1	1	1	0.9832	0.0168	0.6000	0.4000	0.0330	0.4800	0.0168	0.4000	0.0168	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0168	0.4000	96.65%	20.00%	93.40%	4.00%	96.65%	20.00%	100.00%	100.00%	100.00%	100.00%	96.65%	20.00%
770	0	0	0	0	0	0.0074	0.9926	0.2000	0.8000	0.0147	0.3200	0.0074	0.2000	0.0074	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0074	0.2000	98.52%	60.00%	97.07%	36.00%	98.52%	60.00%	100.00%	100.00%	100.00%	100.00%	98.52%	60.00%
771	0	0	0	0	0	0.2644	0.7356	0.2000	0.8000	0.3890	0.3200	0.2644	0.2000	0.2644	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2644	0.2000	47.12%	60.00%	22.21%	36.00%	47.12%	60.00%	100.00%	100.00%	100.00%	100.00%	47.12%	60.00%
772	0	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-100.00%
773	0	0	0	0	0	0.0378	0.9622	0.0000	1.0000	0.0727	0.0000	0.0378	0.0000	0.0378	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0378	0.0000	92.44%	100.00%	85.45%	100.00%	92.44%	100.00%	100.00%	100.00%	100.00%	100.00%	92.44%	100.00%
774	1	1	1	1	1	0.9802	0.0198	0.6000	0.4000	0.0387	0.4800	0.0198	0.4000	0.0198	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0198	0.4000	96.05%	20.00%	92.25%	4.00%	96.05%	20.00%	100.00%	100.00%	100.00%	100.00%	96.05%	20.00%
775	0	0	0	0	0	0.0670	0.9330	0.0000	1.0000	0.1251	0.0000	0.0670	0.0000	0.0670	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0670	0.0000	86.60%	100.00%	74.99%	100.00%	86.60%	100.00%	100.00%	100.00%	100.00%	100.00%	86.60%	100.00%
776	0	0	0	0	0	0.1097	0.8903	0.0000	1.0000	0.1954	0.0000	0.1097	0.0000	0.1097	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1097	0.0000	78.05%	100.00%	60.92%	100.00%	78.05%	100.00%	100.00%	100.00%	100.00%	100.00%	78.05%	100.00%
777	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
778	1	0	0	0	0	0.0568	0.9432	0.2000	0.8000	0.1071	0.3200	0.0568	0.2000	0.0568	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9432	0.8000	88.64%	60.00%	78.57%	36.00%	88.64%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.64%	-60.00%
779	0	0	0	0	0	0.1690	0.8310	0.2000	0.8000	0.2809	0.3200	0.1690	0.2000	0.1690	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1690	0.2000	66.19%	60.00%	43.82%	36.00%	66.19%	60.00%	100.00%	100.00%	100.00%	100.00%	66.19%	60.00%
78	0	0	0	0	0	0.0250	0.9750	0.0000	1.0000	0.0488	0.0000	0.0250	0.0000	0.0250	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0250	0.0000	95.00%	100.00%	90.25%	100.00%	95.00%	100.00%	100.00%	100.00%	100.00%	100.00%	95.00%	100.00%
780	0	0	0	0	0	0.0452	0.9548	0.2000	0.8000	0.0863	0.3200	0.0452	0.2000	0.0452	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0452	0.2000	90.96%	60.00%	82.74%	36.00%	90.96%	60.00%	100.00%	100.00%	100.00%	100.00%	90.96%	60.00%
781	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	99.99%	100.00%	99.98%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
782	1	0	0	0	0	0.0553	0.9447	0.0000	1.0000	0.1044	0.0000	0.0553	0.0000	0.0553	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9447	1.0000	88.95%	100.00%	79.12%	100.00%	88.95%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.95%	-100.00%
783	0	0	0	0	0	0.0595	0.9405	0.0000	1.0000	0.1118	0.0000	0.0595	0.0000	0.0595	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0595	0.0000	88.11%	100.00%	77.63%	100.00%	88.11%	100.00%	100.00%	100.00%	100.00%	100.00%	88.11%	100.00%
784	1	1	0	1	0	0.6963	0.3037	0.4000	0.6000	0.4229	0.4800	0.3037	0.4000	0.3037	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.3037	0.6000	39.26%	20.00%	15.41%	4.00%	39.26%	20.00%	100.00%	-100.00%	100.00%	-100.00%	39.26%	-20.00%
785	1	1	1	1	1	0.9995	0.0005	0.8000	0.2000	0.0011	0.3200	0.0005	0.2000	0.0005	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0005	0.2000	99.89%	60.00%	99.79%	36.00%	99.89%	60.00%	100.00%	100.00%	100.00%	100.00%	99.89%	60.00%
786	1	1	1	1	1	0.9931	0.0069	0.6000	0.4000	0.0137	0.4800	0.0069	0.4000	0.0069	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0069	0.4000	98.62%	20.00%	97.26%	4.00%	98.62%	20.00%	100.00%	100.00%	100.00%	100.00%	98.62%	20.00%
787	0	0	0	0	0	0.0261	0.9739	0.0000	1.0000	0.0509	0.0000	0.0261	0.0000	0.0261	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0261	0.0000	94.77%	100.00%	89.82%	100.00%	94.77%	100.00%	100.00%	100.00%	100.00%	100.00%	94.77%	100.00%
788	0	0	0	0	0	0.1964	0.8036	0.2000	0.8000	0.3156	0.3200	0.1964	0.2000	0.1964	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1964	0.2000	60.72%	60.00%	36.87%	36.00%	60.72%	60.00%	100.00%	100.00%	100.00%	100.00%	60.72%	60.00%
789	0	0	0	0	0	0.0915	0.9085	0.0000	1.0000	0.1662	0.0000	0.0915	0.0000	0.0915	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0915	0.0000	81.71%	100.00%	66.76%	100.00%	81.71%	100.00%	100.00%	100.00%	100.00%	100.00%	81.71%	100.00%
79	0	0	0	0	0	0.0964	0.9036	0.0000	1.0000	0.1742	0.0000	0.0964	0.0000	0.0964	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0964	0.0000	80.73%	100.00%	65.17%	100.00%	80.73%	100.00%	100.00%	100.00%	100.00%	100.00%	80.73%	100.00%
790	1	1	1	1	1	0.9996	0.0004	0.8000	0.2000	0.0008	0.3200	0.0004	0.2000	0.0004	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0004	0.2000	99.92%	60.00%	99.84%	36.00%	99.92%	60.00%	100.00%	100.00%	100.00%	100.00%	99.92%	60.00%
791	0	0	0	0	0	0.0711	0.9289	0.2000	0.8000	0.1321	0.3200	0.0711	0.2000	0.0711	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0711	0.2000	85.78%	60.00%	73.58%	36.00%	85.78%	60.00%	100.00%	100.00%	100.00%	100.00%	85.78%	60.00%
792	1	1	1	1	1	0.9684	0.0317	0.6000	0.4000	0.0613	0.4800	0.0317	0.4000	0.0317	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0317	0.4000	93.67%	20.00%	87.74%	4.00%	93.67%	20.00%	100.00%	100.00%	100.00%	100.00%	93.67%	20.00%
793	1	0	0	0	0	0.0436	0.9564	0.0000	1.0000	0.0834	0.0000	0.0436	0.0000	0.0436	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9564	1.0000	91.28%	100.00%	83.31%	100.00%	91.28%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-91.28%	-100.00%
794	0	0	0	0	0	0.0568	0.9432	0.0000	1.0000	0.1072	0.0000	0.0568	0.0000	0.0568	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0568	0.0000	88.63%	100.00%	78.56%	100.00%	88.63%	100.00%	100.00%	100.00%	100.00%	100.00%	88.63%	100.00%
795	0	1	1	1	1	0.9908	0.0092	0.6000	0.4000	0.0182	0.4800	0.0092	0.4000	0.0092	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9908	0.6000	98.16%	20.00%	96.36%	4.00%	98.16%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-98.16%	-20.00%
796	1	1	1	1	1	0.9860	0.0140	0.6000	0.4000	0.0276	0.4800	0.0140	0.4000	0.0140	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0140	0.4000	97.20%	20.00%	94.48%	4.00%	97.20%	20.00%	100.00%	100.00%	100.00%	100.00%	97.20%	20.00%
797	1	1	1	1	1	0.8842	0.1158	0.6000	0.4000	0.2048	0.4800	0.1158	0.4000	0.1158	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1158	0.4000	76.84%	20.00%	59.04%	4.00%	76.84%	20.00%	100.00%	100.00%	100.00%	100.00%	76.84%	20.00%
798	0	0	0	0	0	0.0378	0.9623	0.0000	1.0000	0.0726	0.0000	0.0378	0.0000	0.0378	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0378	0.0000	92.45%	100.00%	85.47%	100.00%	92.45%	100.00%	100.00%	100.00%	100.00%	100.00%	92.45%	100.00%
799	0	0	0	0	0	0.0458	0.9543	0.0000	1.0000	0.0873	0.0000	0.0458	0.0000	0.0458	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0458	0.0000	90.85%	100.00%	82.54%	100.00%	90.85%	100.00%	100.00%	100.00%	100.00%	100.00%	90.85%	100.00%
8	1	1	1	1	1	0.9966	0.0035	0.8000	0.2000	0.0069	0.3200	0.0035	0.2000	0.0035	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0035	0.2000	99.31%	60.00%	98.62%	36.00%	99.31%	60.00%	100.00%	100.00%	100.00%	100.00%	99.31%	60.00%
80	0	0	0	0	0	0.0691	0.9309	0.0000	1.0000	0.1287	0.0000	0.0691	0.0000	0.0691	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0691	0.0000	86.17%	100.00%	74.26%	100.00%	86.17%	100.00%	100.00%	100.00%	100.00%	100.00%	86.17%	100.00%
800	1	1	1	1	1	0.9956	0.0044	0.6000	0.4000	0.0088	0.4800	0.0044	0.4000	0.0044	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0044	0.4000	99.12%	20.00%	98.25%	4.00%	99.12%	20.00%	100.00%	100.00%	100.00%	100.00%	99.12%	20.00%
801	1	1	0	1	0	0.7812	0.2188	0.4000	0.6000	0.3419	0.4800	0.2188	0.4000	0.2188	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2188	0.6000	56.23%	20.00%	31.62%	4.00%	56.23%	20.00%	100.00%	-100.00%	100.00%	-100.00%	56.23%	-20.00%
802	0	0	0	0	0	0.0115	0.9885	0.0000	1.0000	0.0227	0.0000	0.0115	0.0000	0.0115	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0115	0.0000	97.71%	100.00%	95.46%	100.00%	97.71%	100.00%	100.00%	100.00%	100.00%	100.00%	97.71%	100.00%
803	0	0	0	0	0	0.0185	0.9815	0.0000	1.0000	0.0362	0.0000	0.0185	0.0000	0.0185	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0185	0.0000	96.31%	100.00%	92.75%	100.00%	96.31%	100.00%	100.00%	100.00%	100.00%	100.00%	96.31%	100.00%
804	0	0	0	0	0	0.0452	0.9549	0.0000	1.0000	0.0862	0.0000	0.0452	0.0000	0.0452	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0452	0.0000	90.97%	100.00%	82.76%	100.00%	90.97%	100.00%	100.00%	100.00%	100.00%	100.00%	90.97%	100.00%
805	0	1	0	1	0	0.5108	0.4892	0.2000	0.8000	0.4998	0.3200	0.4892	0.2000	0.4892	0.2000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.5108	0.2000	2.16%	60.00%	0.05%	36.00%	2.16%	60.00%	-100.00%	100.00%	-100.00%	100.00%	-2.16%	60.00%
806	1	0	0	0	0	0.0558	0.9443	0.0000	1.0000	0.1053	0.0000	0.0558	0.0000	0.0558	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9443	1.0000	88.85%	100.00%	78.94%	100.00%	88.85%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.85%	-100.00%
807	1	0	0	0	0	0.0495	0.9505	0.0000	1.0000	0.0942	0.0000	0.0495	0.0000	0.0495	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9505	1.0000	90.09%	100.00%	81.17%	100.00%	90.09%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-90.09%	-100.00%
808	1	0	0	0	0	0.0381	0.9619	0.0000	1.0000	0.0734	0.0000	0.0381	0.0000	0.0381	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9619	1.0000	92.37%	100.00%	85.33%	100.00%	92.37%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-92.37%	-100.00%
809	0	0	0	0	0	0.0888	0.9112	0.0000	1.0000	0.1618	0.0000	0.0888	0.0000	0.0888	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0888	0.0000	82.24%	100.00%	67.63%	100.00%	82.24%	100.00%	100.00%	100.00%	100.00%	100.00%	82.24%	100.00%
81	1	0	0	0	0	0.0671	0.9329	0.0000	1.0000	0.1253	0.0000	0.0671	0.0000	0.0671	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9329	1.0000	86.57%	100.00%	74.95%	100.00%	86.57%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-86.57%	-100.00%
810	0	0	0	0	0	0.3122	0.6878	0.2000	0.8000	0.4295	0.3200	0.3122	0.2000	0.3122	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3122	0.2000	37.56%	60.00%	14.11%	36.00%	37.56%	60.00%	100.00%	100.00%	100.00%	100.00%	37.56%	60.00%
811	0	1	1	1	1	0.9742	0.0258	0.6000	0.4000	0.0503	0.4800	0.0258	0.4000	0.0258	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9742	0.6000	94.84%	20.00%	89.95%	4.00%	94.84%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-94.84%	-20.00%
812	1	1	0	1	0	0.6835	0.3165	0.4000	0.6000	0.4326	0.4800	0.3165	0.4000	0.3165	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.3165	0.6000	36.71%	20.00%	13.47%	4.00%	36.71%	20.00%	100.00%	-100.00%	100.00%	-100.00%	36.71%	-20.00%
813	0	0	0	0	0	0.3257	0.6743	0.2000	0.8000	0.4392	0.3200	0.3257	0.2000	0.3257	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3257	0.2000	34.86%	60.00%	12.15%	36.00%	34.86%	60.00%	100.00%	100.00%	100.00%	100.00%	34.86%	60.00%
814	1	1	1	1	1	0.9985	0.0015	0.8000	0.2000	0.0030	0.3200	0.0015	0.2000	0.0015	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0015	0.2000	99.70%	60.00%	99.39%	36.00%	99.70%	60.00%	100.00%	100.00%	100.00%	100.00%	99.70%	60.00%
815	1	0	0	0	0	0.2276	0.7724	0.0000	1.0000	0.3516	0.0000	0.2276	0.0000	0.2276	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7724	1.0000	54.47%	100.00%	29.67%	100.00%	54.47%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-54.47%	-100.00%
816	0	1	0	1	0	0.8285	0.1715	0.4000	0.6000	0.2842	0.4800	0.1715	0.4000	0.1715	0.4000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.8285	0.4000	65.70%	20.00%	43.17%	4.00%	65.70%	20.00%	-100.00%	100.00%	-100.00%	100.00%	-65.70%	20.00%
817	0	1	0	1	0	0.5620	0.4380	0.2000	0.8000	0.4923	0.3200	0.4380	0.2000	0.4380	0.2000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.5620	0.2000	12.40%	60.00%	1.54%	36.00%	12.40%	60.00%	-100.00%	100.00%	-100.00%	100.00%	-12.40%	60.00%
818	0	0	0	0	0	0.1949	0.8051	0.2000	0.8000	0.3139	0.3200	0.1949	0.2000	0.1949	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1949	0.2000	61.01%	60.00%	37.22%	36.00%	61.01%	60.00%	100.00%	100.00%	100.00%	100.00%	61.01%	60.00%
819	0	0	0	0	0	0.0516	0.9485	0.0000	1.0000	0.0978	0.0000	0.0516	0.0000	0.0516	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0516	0.0000	89.69%	100.00%	80.44%	100.00%	89.69%	100.00%	100.00%	100.00%	100.00%	100.00%	89.69%	100.00%
82	1	0	0	0	0	0.0227	0.9773	0.0000	1.0000	0.0444	0.0000	0.0227	0.0000	0.0227	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9773	1.0000	95.46%	100.00%	91.13%	100.00%	95.46%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-95.46%	-100.00%
820	1	0	0	0	0	0.0360	0.9640	0.4000	0.6000	0.0695	0.4800	0.0360	0.4000	0.0360	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9640	0.6000	92.79%	20.00%	86.10%	4.00%	92.79%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-92.79%	-20.00%
821	1	0	0	0	0	0.3528	0.6472	0.2000	0.8000	0.4567	0.3200	0.3528	0.2000	0.3528	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.6472	0.8000	29.43%	60.00%	8.66%	36.00%	29.43%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-29.43%	-60.00%
822	1	1	0	1	0	0.9407	0.0594	0.4000	0.6000	0.1117	0.4800	0.0594	0.4000	0.0594	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.0594	0.6000	88.13%	20.00%	77.67%	4.00%	88.13%	20.00%	100.00%	-100.00%	100.00%	-100.00%	88.13%	-20.00%
823	0	0	0	0	0	0.0516	0.9485	0.0000	1.0000	0.0978	0.0000	0.0516	0.0000	0.0516	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0516	0.0000	89.69%	100.00%	80.44%	100.00%	89.69%	100.00%	100.00%	100.00%	100.00%	100.00%	89.69%	100.00%
824	1	0	0	0	0	0.0483	0.9517	0.0000	1.0000	0.0919	0.0000	0.0483	0.0000	0.0483	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9517	1.0000	90.35%	100.00%	81.63%	100.00%	90.35%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-90.35%	-100.00%
825	1	1	1	1	1	0.9609	0.0391	0.6000	0.4000	0.0751	0.4800	0.0391	0.4000	0.0391	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0391	0.4000	92.18%	20.00%	84.98%	4.00%	92.18%	20.00%	100.00%	100.00%	100.00%	100.00%	92.18%	20.00%
826	1	0	0	0	0	0.2429	0.7571	0.2000	0.8000	0.3678	0.3200	0.2429	0.2000	0.2429	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7571	0.8000	51.42%	60.00%	26.44%	36.00%	51.42%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-51.42%	-60.00%
827	1	0	0	0	0	0.0632	0.9368	0.0000	1.0000	0.1185	0.0000	0.0632	0.0000	0.0632	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9368	1.0000	87.35%	100.00%	76.30%	100.00%	87.35%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-87.35%	-100.00%
828	0	0	0	0	0	0.4165	0.5835	0.2000	0.8000	0.4860	0.3200	0.4165	0.2000	0.4165	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.4165	0.2000	16.70%	60.00%	2.79%	36.00%	16.70%	60.00%	100.00%	100.00%	100.00%	100.00%	16.70%	60.00%
829	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
83	0	0	0	0	0	0.0270	0.9731	0.0000	1.0000	0.0524	0.0000	0.0270	0.0000	0.0270	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0270	0.0000	94.61%	100.00%	89.51%	100.00%	94.61%	100.00%	100.00%	100.00%	100.00%	100.00%	94.61%	100.00%
830	1	1	0	1	0	0.6569	0.3431	0.4000	0.6000	0.4508	0.4800	0.3431	0.4000	0.3431	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.3431	0.6000	31.37%	20.00%	9.84%	4.00%	31.37%	20.00%	100.00%	-100.00%	100.00%	-100.00%	31.37%	-20.00%
